FID,OBJECTID,ID,Inentario_Movimiento,F35DOV_TIP,Tipo_Movimiento,Subtipo_Movimiento,Subtipo_nombre,Etiqueta,Representación_mapa,ESRI_OID,x,y
205,-7.58397098088E+56,2237,30780,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1906,-8383184.09307843,643656.050959222
206,-7.58397098088E+56,2239,30757,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1907,-8389663.11164004,653425.015515557
207,-7.58397098088E+56,2240,30756,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1908,-8393226.38887309,651406.545898143
208,-7.58397098088E+56,2242,30754,67,Caida,23,Caida de Tierras,Caida,ct,1909,-8395411.9710787,648127.063988502
209,-7.58397098088E+56,2243,30752,67,Caida,20,Caida de detritos,Caida,cd,1910,-8396234.86813174,544939.87935478
210,-7.58397098088E+56,2244,30621,67,Caida,20,Caida de detritos,Caida,cd,1911,-8255880.90407381,462056.015086843
211,-7.58397098088E+56,2389,30665,67,Caida,23,Caida de Tierras,Caida,ct,2001,-8396095.4837728,458819.78071325
212,-7.58397098088E+56,2390,30663,67,Caida,23,Caida de Tierras,Caida,ct,2002,-8401852.14860019,457960.18278812
213,-7.58397098088E+56,2391,30597,67,Caida,15,Caida de roca,Caida,cr,2003,-8408002.43914703,460551.055398177
214,-7.58397098088E+56,2393,30260,69,Deslizamiento,18,Deslizamiento en cuña,Deslizamiento,dc,2004,-8407245.57792913,440703.330767284
215,-7.58397098088E+56,2395,30232,73,Deformaciones gravitacionales,14,Deformaciones gravitacionales profundas,Deformación gravitacional profunda,gp,2005,-8451588.17568315,437579.539717216
216,-7.58397098088E+56,2397,30229,71,Flujo,5,Flujo de detritos,Flujo,fd,2006,-8444552.16548524,450739.355768021
217,-7.58397098088E+56,2540,30914,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2104,-8336091.60656745,666008.589610961
218,-7.58397098088E+56,2542,30805,71,Flujo,6,Flujo de lodo,Flujo,fl,2105,-8319511.21696114,691196.42570463
219,-7.58397098088E+56,2543,30790,67,Caida,20,Caida de detritos,Caida,cd,2106,-8407737.98077234,658423.90129764
220,-7.58397098088E+56,2545,31108,67,Caida,20,Caida de detritos,Caida,cd,2107,-8358717.40439067,515641.18778665
221,-7.58397098088E+56,2548,30722,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2108,-8434778.5615455,595468.09423464
222,-7.58397098088E+56,2093,30895,73,Deformaciones gravitacionales,14,Deformaciones gravitacionales profundas,Deformación gravitacional profunda,gp,2815,-8357991.05706971,599315.002077033
223,-7.58397098088E+56,2094,30897,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2816,-8358021.97917523,599687.707455075
224,-7.58397098088E+56,2096,30827,67,Caida,15,Caida de roca,Caida,cr,2817,-8439110.75611994,664368.80869824
225,-7.58397098089E+56,2097,31405,67,Caida,20,Caida de detritos,Caida,cd,2818,-8147553.1245956,499212.003609417
226,-7.58397098089E+56,2098,31388,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2819,-8164718.47875644,510523.792557681
227,-7.58397098089E+56,2100,31386,67,Caida,15,Caida de roca,Caida,cr,2820,-8165025.27527306,510046.154516304
228,-7.58397098089E+56,2101,31369,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2821,-8173173.08276269,482242.223058095
229,-7.58397098088E+56,2246,30555,67,Caida,15,Caida de roca,Caida,cr,1912,-8289243.91206201,456727.496798407
230,-7.58397098088E+56,2248,30525,72,Reptación,8,Reptacion de suelos,Reptación,lr,1913,-8293081.54018761,438340.987873541
231,-7.58397098088E+56,2249,30522,67,Caida,15,Caida de roca,Caida,cr,1914,-8400605.4816228,446583.842322213
232,-7.58397098088E+56,2251,30507,67,Caida,15,Caida de roca,Caida,cr,1915,-8402979.9016485,447647.535608886
233,-7.58397098088E+56,2253,30419,72,Reptación,8,Reptacion de suelos,Reptación,lr,1916,-8295974.62243384,460800.057267535
234,-7.58397098088E+56,2254,30410,67,Caida,15,Caida de roca,Caida,cr,1917,-8302472.31639852,447767.80900629
235,-7.58397098088E+56,2255,30392,67,Caida,20,Caida de detritos,Caida,cd,1918,-8304016.25584219,462762.941816815
236,-7.58397098088E+56,2398,30999,72,Reptación,8,Reptacion de suelos,Reptación,lr,2007,-8402446.70600053,550597.863524699
237,-7.58397098088E+56,2400,30855,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2008,-8348312.44583632,606738.435442817
238,-7.58397098088E+56,2402,30791,67,Caida,15,Caida de roca,Caida,cr,2009,-8352792.97474544,687293.307248284
239,-7.58397098088E+56,2403,30654,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2010,-8404030.55971553,458947.794774406
240,-7.58397098088E+56,2405,31118,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2011,-8313181.61008423,531827.026048859
241,-7.58397098088E+56,2407,30822,71,Flujo,17,Flujo de tierra,Flujo,ft,2012,-8433616.34331494,665899.929581841
242,-7.58397098088E+56,2408,30873,67,Caida,20,Caida de detritos,Caida,cd,2013,-8458332.93145778,639387.142348765
243,-7.58397098089E+56,2550,31342,67,Caida,20,Caida de detritos,Caida,cd,2109,-7897222.86808616,643621.969685707
244,-7.58397098088E+56,2551,30917,67,Caida,20,Caida de detritos,Caida,cd,2110,-8343921.5103043,625378.303562744
245,-7.58397098088E+56,10856,30726,71,Flujo,5,Flujo de detritos,Flujo,fd,5511,-8450380.54477763,601818.801053027
246,-7.58397098088E+56,2553,30894,69,Deslizamiento,18,Deslizamiento en cuña,Deslizamiento,dc,2111,-8357527.22582096,599967.237772503
247,-7.58397098088E+56,2555,31084,67,Caida,15,Caida de roca,Caida,cr,2112,-8360131.94116018,518196.323734194
248,-7.58397098088E+56,2557,31103,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2113,-8357850.00291841,550183.441300926
249,-7.58397098088E+56,2559,30919,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2114,-8344107.04282607,629137.983733251
250,-7.58397098088E+56,2103,31150,71,Flujo,5,Flujo de detritos,Flujo,fd,2822,-8433906.70729361,573602.932759971
251,-7.58397098088E+56,2104,31149,67,Caida,15,Caida de roca,Caida,cr,2823,-8439753.98618651,576430.769165251
252,-7.58397098088E+56,2106,31141,67,Caida,20,Caida de detritos,Caida,cd,2824,-8396133.66635815,559530.798849044
253,-7.58397098088E+56,2107,31139,67,Caida,20,Caida de detritos,Caida,cd,2825,-8369812.95199651,565982.080791528
254,-7.58397098088E+56,2108,31138,71,Flujo,17,Flujo de tierra,Flujo,ft,2826,-8369648.53310861,569388.882596859
255,-7.58397098088E+56,2110,31137,67,Caida,20,Caida de detritos,Caida,cd,2827,-8369417.69355409,561643.253793634
256,-7.58397098088E+56,2111,31134,67,Caida,20,Caida de detritos,Caida,cd,2828,-8406413.79869392,563199.718663759
257,-7.58397098088E+56,2256,30390,67,Caida,20,Caida de detritos,Caida,cd,1919,-8411428.40779568,447416.437576656
258,-7.58397098088E+56,2258,30218,67,Caida,20,Caida de detritos,Caida,cd,1920,-8447017.27371522,455688.224494671
259,-7.58397098088E+56,2260,30159,67,Caida,15,Caida de roca,Caida,cr,1921,-8435342.72872484,469874.54176678
260,-7.58397098088E+56,2262,31111,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1922,-8361363.02340886,516517.907946775
261,-7.58397098088E+56,2263,30386,67,Caida,20,Caida de detritos,Caida,cd,1923,-8297105.40582132,450090.145421754
262,-7.58397098088E+56,2265,30185,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,1924,-8411475.71857927,446964.038675674
263,-7.58397098088E+56,2267,31109,72,Reptación,8,Reptacion de suelos,Reptación,lr,1925,-8343992.32185691,520470.541686538
264,-7.58397098088E+56,2409,30862,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2014,-8413373.91582711,638518.186833981
265,-7.58397098088E+56,2410,30825,67,Caida,15,Caida de roca,Caida,cr,2015,-8436097.00888903,665517.150844414
266,-7.58397098088E+56,2411,30854,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2016,-8416085.63235143,665503.371407329
267,-7.58397098088E+56,2412,30813,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2017,-8386649.08733492,638808.17806567
268,-7.58397098088E+56,2413,30801,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2018,-8404327.48586687,666255.43869948
269,-7.58397098088E+56,2415,30778,67,Caida,20,Caida de detritos,Caida,cd,2019,-8383604.34519555,644910.982969343
270,-7.58397098088E+56,2560,30716,67,Caida,15,Caida de roca,Caida,cr,2115,-8438194.06616202,620184.757712848
271,-7.58397098088E+56,2562,31097,67,Caida,20,Caida de detritos,Caida,cd,2116,-8339119.7655536,542649.689371352
272,-7.58397098088E+56,2563,30741,71,Flujo,25,Crecida de detritos,Flujo,fcd,2117,-8447800.82689799,599748.905823753
273,-7.58397098089E+56,2564,31407,67,Caida,15,Caida de roca,Caida,cr,2118,-8026257.73763489,631216.776367609
274,-7.58397098089E+56,2565,31301,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,2119,-8050195.10169864,656298.68580498
275,-7.58397098088E+56,2567,30745,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2120,-8448472.64002493,599297.52228567
276,-7.58397098089E+56,2569,31422,67,Caida,20,Caida de detritos,Caida,cd,2121,-8123424.81053575,546807.589722012
277,-7.58397098088E+56,2112,31133,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2829,-8405718.49715443,559761.223833216
278,-7.58397098088E+56,2113,31130,67,Caida,15,Caida de roca,Caida,cr,2830,-8408101.40217435,562877.806522585
279,-7.58397098088E+56,2115,31128,67,Caida,20,Caida de detritos,Caida,cd,2831,-8393071.26716642,573557.107089506
280,-7.58397098088E+56,2116,31126,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2832,-8390538.4147924,573767.681877734
281,-7.58397098088E+56,2117,31124,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2833,-8396100.04787192,573990.216739973
282,-7.58397098088E+56,2119,31123,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2834,-8400731.16132791,570395.430537506
283,-7.58397098088E+56,2268,30819,69,Deslizamiento,81,Deslizamiento traslacional en cuña,Deslizamiento,dtc,1926,-8343395.83495585,598072.665806976
284,-7.58397098088E+56,2270,30784,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1927,-8366719.24453196,687258.935134268
285,-7.58397098088E+56,2272,30661,67,Caida,23,Caida de Tierras,Caida,ct,1928,-8403401.38195356,457106.95467996
286,-7.58397098088E+56,2273,30616,72,Reptación,8,Reptacion de suelos,Reptación,lr,1929,-8254090.55270338,465697.423019191
287,-7.58397098088E+56,2274,30396,67,Caida,15,Caida de roca,Caida,cr,1930,-8410571.35903607,446087.033977159
288,-7.58397098088E+56,2276,30689,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1931,-8385621.54420355,442509.245408581
289,-7.58397098088E+56,2416,30499,67,Caida,15,Caida de roca,Caida,cr,2020,-8404775.85606286,447220.690411821
290,-7.58397098088E+56,2418,30435,72,Reptación,8,Reptacion de suelos,Reptación,lr,2021,-8279499.00383797,446241.365660114
291,-7.58397098088E+56,2419,30270,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2022,-8402248.44598742,437881.380747633
292,-7.58397098088E+56,2421,31099,67,Caida,15,Caida de roca,Caida,cr,2023,-8353791.33936848,543477.628446493
293,-7.58397098089E+56,2423,31357,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2024,-8025860.43837225,652106.926751829
294,-7.58397098088E+56,2425,30563,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2025,-8297192.37105656,449951.976326464
295,-7.58397098088E+56,2427,30904,67,Caida,20,Caida de detritos,Caida,cd,2026,-8347322.93923913,618139.197810202
296,-7.58397098089E+56,2571,31410,67,Caida,20,Caida de detritos,Caida,cd,2122,-8119204.61438968,547689.135442481
297,-7.58397098089E+56,2572,31253,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2123,-8383031.69625025,493555.805699338
298,-7.58397098089E+56,2574,31246,67,Caida,20,Caida de detritos,Caida,cd,2124,-8383484.65525829,489451.991547734
299,-7.58397098089E+56,2576,31245,67,Caida,20,Caida de detritos,Caida,cd,2125,-8395468.30976167,483888.673837867
300,-7.58397098089E+56,2577,31241,71,Flujo,2,Avalancha de rocas,Avalancha,ad,2126,-8384916.22390989,507648.849942184
301,-7.58397098089E+56,2578,31240,67,Caida,20,Caida de detritos,Caida,cd,2127,-8390181.52450492,486348.250847006
302,-7.58397098088E+56,2121,31122,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2835,-8402026.80888125,569526.351667708
303,-7.58397098088E+56,2122,31121,71,Flujo,17,Flujo de tierra,Flujo,ft,2836,-8405923.213698,574300.716069907
304,-7.58397098088E+56,2123,31120,67,Caida,20,Caida de detritos,Caida,cd,2837,-8406889.80083655,574196.769058887
305,-7.58397098088E+56,2125,31070,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2838,-8406881.34055525,572259.135170061
306,-7.58397098088E+56,2127,31069,67,Caida,20,Caida de detritos,Caida,cd,2839,-8410883.61020775,580225.252524271
307,-7.58397098088E+56,2128,31068,67,Caida,20,Caida de detritos,Caida,cd,2840,-8410397.03271349,578398.920545394
308,-7.58397098088E+56,2277,30669,67,Caida,15,Caida de roca,Caida,cr,1932,-8393860.67074503,451901.838084596
309,-7.58397098088E+56,2279,30664,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1933,-8400539.69180374,457559.069694072
310,-7.58397098088E+56,2280,30682,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1934,-8380612.50107633,468969.964189799
311,-7.58397098089E+56,2282,31450,67,Caida,20,Caida de detritos,Caida,cd,1935,-8225472.98328821,405731.341131584
312,-7.58397098089E+56,2284,31449,72,Reptación,8,Reptacion de suelos,Reptación,lr,1936,-8221980.0003061,409047.957570091
313,-7.58397098089E+56,2285,31447,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,1938,-8221753.9104203,407679.043789706
314,-7.58397098088E+56,2428,31230,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2027,-8400089.1818245,493972.718867371
315,-7.58397098088E+56,2430,31012,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2028,-8400045.08694969,494040.616625305
316,-7.58397098088E+56,2432,30166,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2029,-8443960.93531318,468473.353430567
317,-7.58397098088E+56,2434,30162,69,Deslizamiento,3,Deslizamiento rotacional,Deslizamiento rotacional,dr,2030,-8447323.82287994,469621.830596504
318,-7.58397098088E+56,2436,31117,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2031,-8309304.68617837,536710.999012653
319,-7.58397098088E+56,2437,30938,71,Flujo,5,Flujo de detritos,Flujo,fd,2032,-8364104.37718914,671145.468292102
320,-7.58397098089E+56,2579,31237,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2128,-8376090.8146798,487241.066893631
321,-7.58397098088E+56,2580,31033,67,Caida,20,Caida de detritos,Caida,cd,2129,-8395437.69690171,483837.344233438
322,-7.58397098088E+56,2581,31031,71,Flujo,16,Avalancha de detritos,Avalancha,ar,2130,-8384924.18948737,507409.127111582
323,-7.58397098088E+56,2582,31024,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2131,-8376018.63022391,487062.559972765
324,-7.58397098088E+56,2583,30920,71,Flujo,5,Flujo de detritos,Flujo,fd,2132,-8348473.00561144,667743.929423514
325,-7.58397098088E+56,2584,30768,67,Caida,23,Caida de Tierras,Caida,ct,2133,-8340801.78057295,701799.960692546
326,-7.58397098086E+56,6640,758,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2924,-8603171.61716212,174731.299220306
327,-7.58397098086E+56,6641,757,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2925,-8603183.67673652,177666.924529841
328,-7.58397098086E+56,6642,756,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2926,-8606940.70955079,174780.174460255
329,-7.58397098086E+56,6643,754,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2927,-8609655.97750083,183670.690013226
330,-7.58397098086E+56,6644,753,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2928,-8608764.8030834,183976.945763945
331,-7.58397098086E+56,6645,772,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2929,-8580130.028573,166048.063684998
332,-7.58397098086E+56,6646,771,71,Flujo,6,Flujo de lodo,Flujo,fl,2930,-8580452.23671653,165534.583733176
333,-7.58397098086E+56,6647,768,71,Flujo,6,Flujo de lodo,Flujo,fl,2931,-8580622.30818554,164322.032875843
334,-7.58397098086E+56,6648,767,71,Flujo,6,Flujo de lodo,Flujo,fl,2932,-8580532.32485627,164328.219282776
335,-7.58397098086E+56,6649,765,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2933,-8579193.70797948,163595.123842029
336,-7.58397098087E+56,6031,16441,71,Flujo,16,Avalancha de detritos,Avalancha,ar,1428,-8403506.63876225,440624.522434144
337,-7.58397098086E+56,6252,363,71,Flujo,6,Flujo de lodo,Flujo,fl,1482,-8280649.36709936,518273.685737607
338,-7.58397098086E+56,6254,350,71,Flujo,6,Flujo de lodo,Flujo,fl,1483,-8290918.59012504,528853.662252177
339,-7.58397098086E+56,6471,1142,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3487,-8558611.97100266,131097.825482113
340,-7.58397098086E+56,6474,711,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3488,-8291454.46979726,444182.92460246
341,-7.58397098086E+56,6475,391,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3489,-8290773.56554146,443291.452433719
342,-7.58397098086E+56,6476,390,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3490,-8289169.63724872,443140.808132399
343,-7.58397098086E+56,6478,389,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3491,-8289870.64079517,441929.463282728
344,-7.58397098086E+56,6480,388,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,3492,-8290673.99649084,445057.356842752
345,-7.58397098086E+56,6484,184,68,Volcamiento,1,Volcamiento flexural de roca,Volcamiento,vf,3493,-8417848.78414011,180529.272803518
346,-7.58397098086E+56,6650,761,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2934,-8580894.42244689,162833.572925114
347,-7.58397098086E+56,6651,786,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2935,-8568156.38046733,177653.622814682
348,-7.58397098086E+56,6652,782,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2936,-8568051.55468771,177620.523379941
349,-7.58397098086E+56,6653,781,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2937,-8566369.08426032,174907.002531324
350,-7.58397098086E+56,6654,779,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2938,-8573565.58009456,177731.267446524
351,-7.58397098086E+56,6655,776,71,Flujo,6,Flujo de lodo,Flujo,fl,2939,-8576150.66602269,177090.93273983
352,-7.58397098086E+56,6656,775,71,Flujo,6,Flujo de lodo,Flujo,fl,2940,-8577501.96096497,174821.006862488
353,-7.58397098086E+56,6657,800,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2941,-8572947.13842957,186013.093260912
354,-7.58397098086E+56,6658,798,71,Flujo,6,Flujo de lodo,Flujo,fl,2942,-8573444.05628001,185734.057707298
355,-7.58397098086E+56,6659,797,69,Deslizamiento,4,Deslizamiento traslacional,Deslizamiento,dt,2943,-8574808.64777886,186285.0141571
